Date,FB,GOOG,IBM,SPY,TSLA,FB_returns,FB_std,FB_momentum_25d,FB_differences,GOOG_returns,GOOG_std,GOOG_momentum_25d,GOOG_differences,IBM_returns,IBM_std,IBM_momentum_25d,IBM_differences,SPY_returns,SPY_std,SPY_momentum_25d,SPY_differences,TSLA_returns,TSLA_std,TSLA_momentum_25d,TSLA_differences
2015-12-08,106.48999786376953,762.3699951171875,111.58753967285156,187.582275390625,45.34400177001953,0.008332518211648487,41.820846345559886,3.1800003051757812,0.8799972534179688,-0.001152970694808353,247.54215223441503,41.260009765625,-0.8800048828125,-0.010748654710340033,11.068989019345878,-0.820831298828125,-1.2124481201171875,-0.006719558597758635,44.94444126510104,-3.1180877685546875,-1.2689971923828125,-0.019080169953974546,87.17064235984479,2.5860023498535156,-0.8819999694824219
2015-12-09,104.5999984741211,751.6099853515625,110.4235610961914,186.12294006347656,44.90399932861328,-0.017748139990257816,41.820846345559886,2.0199966430664062,-1.8899993896484375,-0.014113894610937594,247.54215223441503,29.45001220703125,-10.760009765625,-0.0104310802090688,11.068989019345878,-3.1940078735351562,-1.1639785766601562,-0.007779707992716767,44.94444126510104,-5.13031005859375,-1.4593353271484375,-0.009703652616235736,87.17064235984479,3.2340011596679688,-0.44000244140625
2015-12-10,105.41999816894531,749.4600219726562,110.56097412109375,186.6033477783203,45.41400146484375,0.007839385342123917,41.820846345559886,1.4799957275390625,0.8199996948242188,-0.0028604774029187263,247.54215223441503,21.35003662109375,-2.14996337890625,0.0012444176182893063,11.068989019345878,-2.8564376831054688,0.13741302490234375,0.0025811311312828877,44.94444126510104,-4.06976318359375,0.48040771484375,0.011357610543733632,87.17064235984479,-0.9119987487792969,0.5100021362304688
2015-12-11,102.12000274658203,738.8699951171875,108.77459716796875,182.98675537109375,43.40399932861328,-0.031303315117447994,41.820846345559886,-6.6399993896484375,-3.2999954223632812,-0.014130209143904282,247.54215223441503,7.6199951171875,-10.59002685546875,-0.016157391587093284,11.068989019345878,-3.2493820190429688,-1.786376953125,-0.019381176438072134,44.94444126510104,-7.4960479736328125,-3.6165924072265625,-0.04425952506709785,87.17064235984479,-2.950000762939453,-2.0100021362304688
2015-12-14,104.66000366210938,747.77001953125,109.8739013671875,183.91128540039062,43.715999603271484,0.02487270708198608,41.820846345559886,-2.4399948120117188,2.5400009155273438,0.012045453832038477,247.54215223441503,14.010009765625,8.9000244140625,0.010106258518440825,11.068989019345878,-1.8752670288085938,1.09930419921875,0.00505244233344615,44.94444126510104,-6.4718017578125,0.924530029296875,0.007188284017240809,87.17064235984479,-2.756000518798828,0.3120002746582031
2015-12-15,104.55000305175781,743.4000244140625,111.37735748291016,185.84194946289062,44.21799850463867,-0.0010510281530917709,41.820846345559886,-1.9399948120117188,-0.1100006103515625,-0.005844036271909991,247.54215223441503,18.510009765625,-4.3699951171875,0.01368346893133654,11.068989019345878,2.0046310424804688,1.5034561157226562,0.010497800927750545,44.94444126510104,-2.7645721435546875,1.9306640625,0.011483184781839517,87.17064235984479,-0.8480033874511719,0.5019989013671875
2015-12-16,106.79000091552734,758.0900268554688,112.58981323242188,188.56118774414062,46.902000427246094,0.021425134370016252,41.820846345559886,-1.1200027465820312,2.2399978637695312,0.019760562226218248,247.54215223441503,29.77001953125,14.69000244140625,0.01088601648407539,11.068989019345878,3.087738037109375,1.2124557495117188,0.014631993955664946,44.94444126510104,-0.4803924560546875,2.71923828125,0.06069930827660275,87.17064235984479,3.602001190185547,2.684001922607422
2015-12-17,106.22000122070312,749.4299926757812,110.53671264648438,185.6878662109375,46.678001403808594,-0.00533757552146763,41.820846345559886,-2.7900009155273438,-0.5699996948242188,-0.011423490446918372,247.54215223441503,14.02996826171875,-8.6600341796875,-0.018235225079370476,11.068989019345878,1.3983840942382812,-2.0531005859375,-0.015238138704885218,44.94444126510104,-2.610504150390625,-2.873321533203125,-0.004775894874355369,87.17064235984479,2.86199951171875,-0.2239990234375
2015-12-18,104.04000091552734,739.3099975585938,109.04133605957031,182.37985229492188,46.09199905395508,-0.020523444550204717,41.820846345559886,-3.9799957275390625,-2.1800003051757812,-0.013503589682946737,247.54215223441503,8.08001708984375,-10.1199951171875,-0.013528325124852691,11.068989019345878,1.5034561157226562,-1.4953765869140625,-0.017814916954550952,44.94444126510104,-3.289886474609375,-3.308013916015625,-0.01255414396996235,87.17064235984479,3.503997802734375,-0.5860023498535156
2015-12-21,104.7699966430664,747.77001953125,109.52633666992188,183.88430786132812,46.512001037597656,0.007016490975733092,41.820846345559886,0.8199996948242188,0.7299957275390625,0.011443132110472654,247.54215223441503,30.77001953125,8.46002197265625,0.004447860122390734,11.068989019345878,3.03118896484375,0.4850006103515625,0.008249022835995268,44.94444126510104,0.2993316650390625,1.50445556640625,0.009112253585506824,87.17064235984479,5.074001312255859,0.4200019836425781
2015-12-22,105.51000213623047,750.0,111.49051666259766,185.55294799804688,45.9900016784668,0.007063143236370806,41.820846345559886,1.470001220703125,0.7400054931640625,0.0029821742119962025,247.54215223441503,21.03997802734375,2.22998046875,0.01793340353010442,11.068989019345878,3.4110565185546875,1.9641799926757812,0.009074402030961215,44.94444126510104,-0.8238067626953125,1.66864013671875,-0.011222896187779718,87.17064235984479,3.128002166748047,-0.5219993591308594
